image_path,label
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan39.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan13.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan33.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan9.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan5.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan48.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan76.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan1.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan72.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan20.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan79.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan25.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan74.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan54.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan30.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan89.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan19.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan57.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan75.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan34.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan93.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan14.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan100.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan68.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan94.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan73.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan10.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan12.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan32.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan38.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan91.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan88.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan16.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan15.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan36.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan3.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan59.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan23.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan96.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan63.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan83.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan42.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan70.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan52.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan2.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan50.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan22.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan27.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan6.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan62.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan35.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan84.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan67.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan85.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan45.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan28.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan60.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan11.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan65.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan69.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan24.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan40.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan98.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan49.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan78.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan18.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan87.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan8.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan71.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan82.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan7.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan86.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan81.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan64.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan37.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan51.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan46.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan26.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan17.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan53.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan29.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan4.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan77.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan41.jpg,pepes_ikan
/content/dataset/dataset_indonesian_food/pepes_ikan/pepes_ikan97.jpg,pepes_ikan
